userid,uniqueID,gender,age,consumption,shopping,occupation
2604,?826727,0,22,2,3,1
2605,E7871863,1,20,1,3,1
2606,Y7625732,1,24,2,2,2
2607,J6764515,0,18,1,2,1
2608,>942235,0,23,1,1,1
2609,G6230008,1,22,1,3,1
2610,^8974791,0,19,1,3,1
2611,O6955352,0,16,2,2,2
2612,F7050421,0,22,2,2,2
2613,I7444116,0,21,1,3,1
2614,M8524216,1,18,3,2,1
2615,F8516548,0,24,1,1,2
2616,O8584132,1,15,2,2,1
2617,^9317777,0,22,1,3,2
2618,V7834481,0,17,1,1,1
2619,C8493377,0,23,1,1,1
2620,<8413962,1,16,2,3,2
2621,K7031425,0,22,2,2,2
2622,J9467144,0,17,2,3,1
2623,S6729599,0,22,2,3,2
2624,T6940196,0,19,2,3,2
2625,<6453161,0,24,3,2,1
2626,U9574513,1,17,1,1,1
2627,Z7030504,1,22,2,2,2
2628,<6393496,1,25,2,1,2
2629,G7383081,1,21,3,1,1
2630,\8248041,1,24,1,2,1
2631,\7243337,0,20,1,1,1
2632,B6882285,0,18,2,2,1
2633,L9418237,0,16,3,2,2
2634,H6714420,0,22,1,3,1
2635,T9472929,0,18,3,2,1
2636,?7098485,1,23,3,1,2
2637,H8925475,0,16,3,1,2
2638,C9356722,0,15,2,2,2
2639,B7235773,0,15,3,2,2
2640,Y7063522,0,18,1,1,1
2641,M9497560,0,25,3,3,1
2642,M8836081,1,18,2,1,2
2643,?7669135,0,18,1,3,1
2644,@7884625,1,20,2,3,1
2645,F9335836,0,25,1,1,2
2646,^9295157,1,25,2,2,2
2647,>9364014,1,22,3,1,1
2648,@8243567,1,18,2,3,1
2649,P8058498,0,18,2,1,2
2650,[6944083,0,23,2,3,1
2651,V7272357,0,15,1,1,2
2652,G8345525,0,24,3,1,1
2653,\6974877,1,17,3,1,1
2654,=6251176,0,23,3,3,1
2655,D7360972,1,18,1,1,1
2656,@8027173,0,23,3,3,1
2657,_8285238,1,18,3,3,2
2658,[64982,0,20,3,2,1
2659,I6335234,1,19,1,2,2
2660,J9447313,0,25,2,3,1
2661,[6977624,1,18,2,1,2
2662,\7121741,1,25,3,3,2
2663,O8444811,0,22,3,2,2
2664,J7372892,0,15,3,1,2
2665,G6783223,0,24,3,3,1
2666,?6942975,1,18,1,3,2
2667,?605174,1,16,2,3,1
2668,M7817492,1,24,3,1,2
2669,?6629477,0,19,3,2,2
2670,R673555,1,19,2,1,1
2671,<8024247,0,21,3,2,2
2672,W8395643,0,16,1,3,2
2673,G6690064,0,20,3,2,2
2674,[715637,1,18,3,2,2
2675,O7616184,1,24,3,1,1
2676,Q8922775,0,22,1,1,2
2677,R6678516,1,24,2,3,1
2678,P6591663,0,25,3,3,1
2679,G906746,0,15,1,3,2
2680,@6810550,1,19,1,2,1
2681,]8358319,0,19,1,2,2
2682,U8112370,0,22,2,1,2
2683,]6796643,0,17,1,1,1
2684,?6497367,0,20,2,2,2
2685,E7060855,1,18,1,3,2
2686,B6553981,1,18,3,1,2
2687,]8042079,0,23,3,2,1
2688,V9191219,1,25,2,1,1
2689,P9597733,1,20,2,2,1
2690,I836978,0,16,3,2,2
2691,<8138316,1,15,3,3,1
2692,W606871,1,22,1,3,1
2693,G8038608,0,21,2,3,2
2694,A7971745,0,20,1,2,2
2695,B9558923,1,20,3,1,2
2696,X7642005,0,22,1,2,2
2697,C7391699,1,22,2,2,1
2698,F8332877,0,24,2,3,1
2699,N6895344,0,21,3,2,2
2700,@9357248,0,20,1,3,1
2701,I6278421,1,16,3,3,2
2702,R8865279,0,17,3,2,1
2703,Y8676330,1,19,2,1,1
2704,V854083,1,15,1,3,1
2705,M8725260,0,22,3,1,2
2706,C7789374,1,21,1,2,1
2707,H7110749,1,16,1,1,1
2708,D6587234,0,15,2,3,2
2709,P6320981,1,22,2,2,1
2710,D8444423,0,19,3,1,2
2711,N8598185,1,22,3,3,1
2712,C6846847,1,18,2,1,1
2713,Y8789277,0,23,3,2,1
2714,C7418900,1,17,3,3,1
2715,A7886650,1,21,2,3,2
2716,]811421,1,20,2,2,2
2717,K9416906,1,17,2,3,2
2718,]6851853,1,22,3,3,1
2719,V7822755,1,15,1,2,1
2720,E6615777,0,15,2,3,1
2721,Z6049935,1,21,1,2,2
2722,[883873,0,18,3,2,2
2723,C7047367,0,15,3,3,1
2724,O8231337,0,23,2,1,1
2725,K7331981,0,22,1,2,2
2726,O6090701,1,21,1,1,1
2727,[6524261,0,17,3,3,2
2728,C9434549,0,22,1,1,2
2729,\9495044,1,25,3,1,1
2730,B6379121,1,23,2,3,2
2731,L7760967,0,18,3,1,2
2732,F7435789,1,16,2,3,2
2733,W9546193,0,21,3,2,2
2734,Q9553257,0,15,3,1,1
2735,R7290253,0,22,3,2,1
2736,J8886005,1,20,1,2,2
2737,[6198881,0,21,2,3,1
2738,Z7187700,0,25,1,2,1
2739,?7318080,0,25,1,2,2
2740,>9273754,0,16,2,2,2
2741,V7998571,1,19,2,2,1
2742,]6892106,0,24,1,2,1
2743,R9020868,0,17,2,3,2
2744,W8418671,1,20,2,3,1
2745,R8266467,0,24,3,1,1
2746,\7134476,1,22,2,1,2
2747,C7684884,0,24,3,2,1
2748,E6112624,0,15,3,1,2
2749,N7154147,0,21,1,2,2
2750,R701922,0,22,2,1,2
2751,I8922281,1,18,2,3,2
2752,X7951814,1,24,1,2,2
2753,H7647667,1,21,1,1,1
2754,L9517567,0,25,3,3,2
2755,R6577631,0,24,1,3,2
2756,R6155456,1,15,3,1,2
2757,A6493192,1,22,1,1,1
2758,D931336,0,15,1,1,1
2759,O6853608,1,15,3,3,1
2760,E7778772,1,24,1,1,1
2761,D7134279,1,18,3,3,2
2762,R6241658,1,19,1,1,1
2763,>7626287,0,17,3,2,2
2764,Q9199870,0,16,3,3,2
2765,^6850782,1,18,3,3,1
2766,O8134561,0,23,3,1,1
2767,E667597,1,22,3,3,2
2768,G7389294,0,22,2,3,1
2769,X6478528,1,15,2,3,1
2770,R6042136,0,25,3,2,1
2771,L8524078,0,20,1,2,1
2772,U6962000,1,18,2,2,2
2773,?7155407,1,15,2,2,1
2774,H7832108,1,21,1,1,2
2775,I8333222,1,17,3,1,1
2776,<9560573,1,25,2,1,2
2777,\8297195,0,16,2,3,1
2778,C7174409,0,15,2,1,1
2779,D9582185,1,25,1,1,2
2780,P8127182,1,20,3,1,2
2781,A8945227,0,18,1,1,2
2782,T9498444,1,15,3,2,1
2783,B9533580,0,22,2,1,2
2784,_8689265,1,25,2,1,1
2785,K8449342,1,25,2,3,2
2786,[6748300,0,19,3,2,2
2787,S7934424,0,24,2,2,1
2788,U8913159,1,18,3,3,2
2789,K8561244,1,21,1,2,2
2790,Y7518993,0,20,1,1,1
2791,K6594734,1,21,2,3,2
2792,U9063221,1,25,1,1,1
2793,<701809,1,25,3,3,2
2794,S7810844,1,21,2,3,2
2795,Z8461298,1,22,1,3,2
2796,N6955610,0,21,3,2,1
2797,G6744829,1,18,2,2,1
2798,_911348,0,22,2,3,1
2799,R7529769,1,17,3,3,1
2800,J8894783,0,21,1,2,2
2801,E7921208,1,25,2,1,2
2802,J657713,0,22,2,1,1
2803,X7930126,0,24,1,3,2
2804,Y8952140,1,17,1,3,1
2805,\6989830,0,20,2,3,2
2806,?8695066,0,16,3,3,2
2807,<7743450,0,19,2,2,2
2808,N6865309,0,23,2,2,2
2809,K8155922,1,16,1,3,1
2810,]8077058,0,21,1,2,1
2811,I9568756,0,18,2,3,2
2812,\8724609,0,15,3,2,2
2813,J8226558,0,25,3,3,1
2814,R8755065,0,22,3,1,2
2815,I7852385,1,25,3,2,1
2816,Q6952235,1,20,1,3,2
2817,T7496491,1,21,2,3,2
2818,F7055337,0,17,3,2,1
2819,S7720147,1,24,3,1,1
2820,Y7686046,0,25,2,2,1
2821,N9037122,0,15,3,2,2
2822,D6640029,0,15,3,3,2
2823,^6115758,0,23,2,1,2
2824,Y8038296,1,25,3,1,1
2825,<6428652,0,25,2,2,2
2826,?8998569,1,22,2,3,2
2827,U8745460,1,19,2,3,2
2828,Z8522816,0,19,3,3,2
2829,U8730547,0,17,1,3,1
2830,G9264707,1,21,1,2,1
2831,\9460266,0,23,1,1,2
2832,K7424848,1,23,1,1,2
2833,P6816856,1,20,2,1,1
2834,Y6650142,0,21,2,2,1
2835,N7272893,0,24,3,2,2
2836,V6726020,0,21,3,3,1
2837,I9126619,0,22,3,2,2
2838,^7246055,0,16,2,1,1
2839,@647074,0,24,2,2,2
2840,X9197780,1,23,3,1,2
2841,F8583273,1,16,1,2,2
2842,A777144,0,17,1,1,1
2843,@8410258,1,16,1,1,1
2844,N8435235,1,24,3,2,1
2845,M6426128,1,17,2,3,1
2846,N7310451,1,18,3,1,2
2847,N6731487,0,15,1,2,2
2848,C7119489,1,20,3,1,2
2849,S8869774,1,15,3,2,1
2850,?7866521,1,16,1,2,1
2851,\6466882,1,19,3,1,1
2852,?7277742,0,18,3,2,1
2853,Q8367993,1,20,1,2,1
2854,K7654201,0,19,2,3,1
2855,U8715189,0,23,3,3,1
2856,J8143278,1,16,1,3,1
2857,D7996437,0,16,2,3,2
2858,R6154559,0,17,3,1,1
2859,G9255878,1,20,2,3,2
2860,R6115391,0,25,2,2,2
2861,P8599817,1,22,2,2,1
2862,B9574087,0,18,1,1,2
2863,B8971001,1,18,2,2,1
2864,=8176083,1,15,1,2,2
2865,E8456724,1,15,3,3,1
2866,J6968159,0,23,1,1,2
2867,A7869313,0,16,3,2,2
2868,I7333302,1,19,2,1,1
2869,_8912679,0,24,3,1,1
2870,J669050,0,22,2,2,2
2871,Z7249767,1,16,3,2,1
2872,H7034749,0,20,2,3,2
2873,E8711125,0,16,2,3,2
2874,H6383942,1,17,1,1,1
2875,W6848681,1,19,1,2,1
2876,_9132800,0,17,2,2,2
2877,@8216181,1,17,2,2,1
2878,N7360305,1,24,1,1,1
2879,A6359753,1,16,2,3,2
2880,E6870211,1,21,1,1,2
2881,X8669356,1,22,1,2,2
2882,A8313112,1,19,2,3,2
2883,K6993755,1,21,3,1,1
2884,Y9212028,1,21,3,2,1
2885,I7556191,1,19,2,1,2
2886,[6782516,0,20,2,3,1
2887,W7857938,0,22,3,3,2
2888,T6858234,0,15,3,2,2
2889,L6174479,0,22,3,3,2
2890,Y716552,1,15,3,2,2
2891,R8581166,0,18,2,3,1
2892,B8246202,0,15,2,2,1
2893,D9399661,0,21,3,1,2
2894,E7260890,0,17,3,1,1
2895,E6394018,0,24,1,2,2
2896,X8178042,0,16,2,3,2
2897,?6926656,0,18,3,1,2
2898,S6940446,1,19,1,2,2
2899,I6486141,0,23,1,3,2
2900,L812888,0,23,3,1,1
2901,V6238906,1,24,2,3,2
2902,H8617674,0,19,3,1,1
2903,F8915749,0,20,2,1,1
2904,Z6728732,0,21,1,3,2
2905,R8411468,1,19,3,1,1
2906,S8235441,1,17,2,1,2
2907,\8128897,1,19,2,3,2
2908,E9351812,1,15,3,2,2
2909,[7990678,1,23,3,1,2
2910,[6014151,0,16,2,2,1
2911,]6166619,0,18,3,3,2
2912,H6654835,0,20,3,3,2
2913,W7221067,1,22,2,1,2
2914,@6089089,0,21,2,1,2
2915,J7789081,0,16,2,1,1
2916,T6256648,1,22,1,1,2
2917,C8892763,0,21,3,2,1
2918,N8140165,1,18,3,3,2
2919,?9135606,0,18,1,3,1
2920,X7080795,1,15,2,3,1
2921,=8381429,1,22,2,3,1
2922,W8226651,0,25,3,3,2
2923,W6059984,0,25,1,1,1
2924,O6457133,0,15,1,2,1
2925,N7321988,0,16,3,1,1
2926,F717752,0,16,1,1,2
2927,[9038366,0,16,2,1,2
2928,Q6075769,1,17,2,1,1
2929,M6325024,0,21,1,2,2
2930,V6297731,0,18,1,3,2
2931,K9435080,1,22,2,3,2
2932,Y7078810,0,15,2,3,2
2933,\9486430,0,17,1,2,1
2934,I8290415,1,16,3,1,1
2935,>6340170,1,16,3,3,2
2936,L8597763,1,15,1,2,1
2937,\6971444,0,22,3,2,2
2938,M7075789,0,19,3,3,1
2939,P8449181,1,21,2,3,2
2940,G8630189,0,22,1,3,2
2941,_7768331,1,23,1,2,1
2942,Y7476194,0,15,3,1,2
2943,S6351066,0,25,1,1,1
2944,N9490159,0,19,2,1,2
2945,]926831,1,17,1,1,2
2946,>9036542,0,23,1,3,1
2947,M6717779,0,21,3,2,2
2948,H9172493,1,25,2,2,2
2949,G9416797,0,16,1,3,1
2950,=7824029,1,24,3,1,1
2951,M6151651,0,25,2,3,1
2952,C8228110,1,20,2,3,2
2953,>8372697,0,21,1,1,2
2954,S8722348,0,18,1,1,2
2955,]7344445,1,18,2,1,2
2956,^9273914,0,25,1,1,2
2957,L7618717,0,18,2,3,2
2958,E7342385,1,18,3,2,2
2959,Y7531465,1,17,1,3,1
2960,E9138190,0,22,2,1,1
2961,?886354,0,15,3,1,1
2962,B9520450,1,15,1,3,2
2963,S9492189,1,24,1,1,2
2964,?8282004,0,17,3,3,2
2965,V8798027,1,25,1,3,2
2966,Z8231113,1,16,3,2,1
2967,H6347554,0,18,2,3,1
2968,S6039837,1,25,2,3,2
2969,@6292759,1,25,3,3,1
2970,H779601,0,16,2,1,1
2971,G8537706,0,18,2,2,2
2972,T8776470,1,24,2,3,1
2973,C9119714,1,23,2,2,2
2974,B8852662,0,24,1,2,1
2975,Z9135859,1,18,1,3,2
2976,G6880431,1,24,1,3,1
2977,^8520669,0,21,3,1,1
2978,L6354420,0,17,2,1,1
2979,U6753464,1,16,1,3,2
2980,C7286853,1,18,1,3,1
2981,F7498631,0,20,2,1,2
2982,A8425755,0,21,2,2,1
2983,N6632223,1,22,2,2,2
2984,Q8563373,0,18,3,1,1
2985,J8752256,1,19,1,1,1
2986,Y7852133,1,24,2,1,1
2987,Z7288803,0,18,1,2,2
2988,X7886215,0,20,3,2,1
2989,O8942271,0,22,3,2,2
2990,Y8557006,0,19,1,3,1
2991,V6286133,1,23,2,1,1
2992,K9590984,0,15,1,2,1
2993,S8649313,0,19,2,3,1
2994,\8460101,1,22,2,3,2
2995,K8343357,0,16,1,3,2
2996,V8195950,1,22,3,2,1
2997,\7274412,1,17,2,3,1
2998,N7653636,1,24,3,1,1
2999,]7974432,1,17,3,1,2
3000,A6771625,0,21,3,3,1
3001,D8916069,0,19,3,3,1
3002,]6159557,1,20,1,3,1
3003,S8953322,0,17,2,1,2
3004,P8562702,1,15,1,3,1
3005,^8420142,0,23,2,1,2
3006,W7082610,1,19,1,2,2
3007,K6646770,0,25,3,1,2
3008,P8962603,0,22,3,3,1
3009,]7849388,0,23,2,2,1
3010,C6333974,1,18,1,1,1
3011,I7036316,0,23,3,3,1
3012,L8892353,0,19,1,3,1
3013,\8249724,1,18,1,1,1
3014,K8969413,1,16,1,3,2
3015,W7361280,0,24,3,1,2
3016,^8748230,0,15,3,3,1
3017,L789711,1,18,1,1,1
3018,[6466664,1,16,1,2,2
3019,F7663213,0,23,3,1,1
3020,S6852626,0,22,3,3,2
3021,\6010549,1,18,3,1,1
3022,C6152033,0,18,1,2,1
3023,Y8292294,0,22,3,3,1
3024,U7375138,0,23,2,3,2
3025,@7650280,1,20,2,2,2
3026,J6587263,0,24,3,1,2
3027,H6353364,0,23,2,2,1
3028,=7378295,0,16,2,3,2
3029,N6295603,1,18,2,3,1
3030,K7032917,1,15,2,1,2
3031,Q9317536,0,15,1,1,2
3032,_7293564,1,21,1,1,1
3033,X8670242,0,16,1,2,2
3034,K8920657,0,19,3,2,2
3035,W6211901,1,20,3,1,2
3036,<7141505,1,22,3,3,1
3037,_7627437,0,22,1,3,2
3038,I8595012,0,17,2,2,1
3039,T9116873,0,16,2,3,1
3040,V7277070,1,19,3,1,1
3041,N6478327,0,19,3,1,1
3042,@6017957,0,19,1,1,2
3043,H6654819,1,16,2,2,1
3044,H6570659,1,17,2,2,2
3045,>6755513,1,19,3,2,1
3046,>9274428,1,21,2,1,2
3047,K7141377,1,15,1,2,1
3048,Z8719152,1,18,1,3,1
3049,[8982154,0,19,2,2,1
3050,F6374521,1,24,2,2,2
3051,X9491869,1,19,3,1,1
3052,Q7030507,0,15,2,3,2
3053,^9296775,1,16,1,2,1
3054,?795261,0,22,1,2,1
3055,_8133462,1,16,3,2,1
3056,=6229560,1,17,3,3,1
3057,<7341292,1,16,2,2,1
3058,L9363288,1,24,2,2,1
3059,J8861302,0,15,1,2,1
3060,O8996843,1,24,1,2,1
3061,>6467562,1,15,1,1,1
3062,Y6879672,0,19,2,2,1
3063,[816384,1,24,3,1,1
3064,>8678827,0,20,1,2,2
3065,Y7347598,1,20,3,3,1
3066,A8037870,1,24,1,3,2
3067,J7337057,0,15,1,1,1
3068,I7988710,1,17,3,3,2
3069,Z8384354,0,24,1,2,2
3070,Z8090021,1,18,3,1,1
3071,K6515512,0,22,1,3,2
3072,H6763382,1,21,1,3,1
3073,L9522197,1,21,3,1,2
3074,P9585415,0,15,2,1,1
3075,O8853479,0,24,1,2,2
3076,V8241159,0,16,3,2,2
3077,=6735038,0,19,2,1,2
3078,A6243183,1,20,3,3,2
3079,>8778729,1,17,3,1,1
3080,\6189396,0,20,1,1,1
3081,P8941684,1,19,2,3,2
3082,[9433236,0,20,1,3,1
3083,[7217110,1,20,1,1,2
3084,^9431112,1,25,2,3,1
3085,@9145318,1,17,2,1,2
3086,Z6165708,1,21,1,3,2
3087,A7528400,0,24,2,3,2
3088,E6299284,1,24,2,1,1
3089,^8233459,1,18,2,1,1
3090,V8537475,1,24,1,2,1
3091,Z64189,0,20,1,3,1
3092,Z6891028,0,15,2,1,2
3093,>9093209,0,17,1,2,1
3094,M6441195,1,16,3,1,2
3095,[611622,0,19,2,1,2
3096,Z8187659,1,16,3,2,1
3097,]802718,0,20,1,1,1
3098,F6210140,0,18,2,3,1
3099,@6236652,1,20,2,3,1
3100,=8871069,1,16,1,3,1
3101,]9546498,1,22,3,3,2
3102,M8545603,0,23,1,2,2
3103,Q912748,1,23,1,2,1
3104,[8380623,1,15,2,2,1
3105,D7680482,1,17,1,1,2
3106,E9161637,0,24,1,1,2
3107,T8264917,0,16,2,1,2
3108,[8334717,0,21,3,1,1
3109,A8724447,1,17,3,3,2
3110,?7473800,1,17,2,3,1
3111,R9294048,0,19,1,1,2
3112,Z9076227,1,17,1,3,1
3113,?626712,0,15,2,2,1
3114,_8664992,1,18,1,3,1
3115,C8287310,0,25,2,2,2
3116,_9599490,0,19,1,3,1
3117,?7610987,0,19,1,1,2
3118,=8273142,1,21,2,3,1
3119,Z6198049,1,19,1,2,2
3120,A8469036,0,19,2,1,1
3121,S6985157,1,23,3,3,1
3122,[6169316,1,15,3,3,1
3123,Z9041542,1,17,2,2,2
3124,H7657957,1,19,3,1,1
3125,L7869215,1,19,1,2,2
3126,G8126126,0,25,2,3,2
3127,J7917758,1,18,1,1,1
3128,D896997,1,15,1,1,1
3129,^8277133,1,16,3,2,1
3130,>7118382,0,21,3,2,1
3131,Q713561,0,24,3,2,2
3132,J8538348,1,25,3,2,2
3133,T7334503,0,23,3,3,2
3134,O8348952,0,21,3,2,1
3135,Z678380,0,20,2,3,2
3136,Q6553276,1,15,3,2,1
3137,D9518918,0,25,1,2,2
3138,Q6752297,0,25,1,2,2
3139,B7467334,0,18,1,2,1
3140,H6192411,0,22,2,2,1
3141,F8785975,0,17,2,3,1
3142,E6698195,0,17,1,2,2
3143,T6157761,0,21,3,2,1
3144,H7652225,1,16,3,1,1
3145,>9179328,0,19,2,3,1
3146,P6697900,1,21,1,2,1
3147,D6771334,0,23,1,2,1
3148,_7819761,0,21,2,1,2
3149,_7524706,1,16,2,3,2
3150,@711680,1,20,1,2,2
3151,@8157336,1,24,1,1,1
3152,I9320688,0,24,3,1,2
3153,Z8895499,1,17,2,2,2
3154,U7475817,0,16,3,2,2
3155,V6065732,0,20,1,1,1
3156,M6563627,0,20,2,1,1
3157,T717065,1,15,3,2,1
3158,@7655091,1,18,3,2,2
3159,M9571160,0,20,1,2,1
3160,X9414358,0,20,1,1,1
3161,H9449284,0,22,1,2,1
3162,<7279143,0,20,3,3,2
3163,L7041725,0,19,1,3,2
3164,?8940984,1,24,2,3,1
3165,=9112093,0,17,2,2,1
3166,E8253274,1,18,3,2,1
3167,P8136236,1,16,3,1,1
3168,\9541554,0,23,1,2,1
3169,W8574355,1,18,3,1,1
3170,X693556,1,17,2,2,1
3171,Q6666756,0,16,3,1,2
3172,P7589434,1,22,3,2,1
3173,@6642092,0,15,2,3,1
3174,]7144709,1,19,2,1,2
3175,=8550394,1,17,1,1,1
3176,L6622462,0,16,2,1,2
3177,?897661,1,23,2,2,1
3178,T8231753,0,25,1,2,2
3179,^9396279,1,20,1,3,2
3180,X8944367,1,19,3,1,1
3181,]8683557,1,15,1,1,1
3182,P6228757,0,16,3,1,1
3183,N8131359,0,16,3,3,2
3184,\7516674,1,15,2,1,2
3185,X8422379,1,15,2,1,1
3186,Z783489,0,21,1,1,1
3187,H9056415,1,16,3,3,2
3188,B7179324,1,18,3,2,2
3189,S7679397,1,24,2,3,1
3190,V6436020,1,24,3,1,1
3191,[6053129,1,15,2,3,2
3192,B8867709,1,24,1,2,2
3193,E848364,0,24,2,3,1
3194,S8823143,0,22,1,2,1
3195,A9517575,1,22,3,2,1
3196,M8772629,0,19,1,1,2
3197,A9488415,0,16,3,2,1
3198,X8359149,0,18,2,3,1
3199,=9293348,1,23,2,1,1
3200,Z7137213,0,20,3,1,2
3201,S6786384,0,17,3,1,2
3202,V7986346,1,22,1,1,2
3203,_714445,0,16,3,1,1
3204,>9183479,1,23,3,3,2
3205,C6433834,0,18,1,2,2
3206,L9525711,1,21,2,1,1
3207,K8548241,1,20,3,3,1
3208,@9526259,0,19,1,3,2
3209,U8871994,1,18,2,2,2
3210,@9328652,0,15,3,2,2
3211,<6511682,1,15,1,3,1
3212,B8649897,0,18,1,1,1
3213,<9566004,1,18,2,3,1
3214,]6229683,0,21,1,1,1
3215,L6397444,0,21,1,3,1
3216,X718191,0,16,1,1,2
3217,Y7425586,1,24,1,1,1
3218,K8825327,0,17,2,3,2
3219,R6920437,0,20,2,1,1
3220,H6242787,1,18,3,1,2
3221,D8591922,0,16,1,3,2
3222,?7764142,1,15,3,3,2
3223,=7127558,0,22,2,1,2
3224,Z8319705,1,19,3,3,2
3225,U8154125,0,21,1,1,1
3226,@6798089,0,20,1,1,1
3227,?9035624,1,21,3,1,1
3228,F8437659,1,21,2,1,1
3229,C6146150,1,25,3,2,2
3230,V9321169,0,22,3,1,2
3231,<8644293,1,22,3,3,1
3232,Z6384036,0,22,3,3,1
3233,]8252544,0,18,3,1,2
3234,X716732,0,22,3,3,2
3235,R6388899,1,18,2,1,2
3236,L9088694,1,16,1,1,2
3237,R855209,0,18,3,3,2
3238,R8150680,1,22,2,1,1
3239,Q8633697,1,25,2,1,2
3240,>6264110,1,25,1,2,1
3241,T9297769,0,21,2,1,1
3242,O8329408,0,25,3,1,2
3243,_7677405,1,15,2,1,1
3244,Z6116585,1,22,1,2,1
3245,B6171691,0,24,2,3,2
3246,K6596159,0,20,1,1,1
3247,[6952076,1,15,1,2,2
3248,Z7968073,0,19,1,3,2
3249,C8035503,0,23,2,1,2
3250,?6463448,1,24,2,1,1
3251,M7132611,1,23,3,2,1
3252,=8744256,0,22,3,2,2
3253,\6379211,1,20,3,3,1
3254,?6147651,0,16,2,3,2
3255,H6754051,0,21,2,2,1
3256,_7156605,1,19,2,1,2
3257,\7821667,0,23,3,3,2
3258,O7197965,1,15,2,1,2
3259,@6739947,1,16,3,1,2
3260,S8443362,1,17,3,3,1
3261,Y6793393,1,20,3,1,1
3262,R7379248,0,16,1,2,1
3263,F6989915,0,16,2,3,2
3264,T8223690,0,24,2,3,2
3265,Z919201,0,17,1,2,1
3266,<8239542,1,16,3,1,1
3267,?7153911,1,17,1,2,1
3268,K7374416,0,18,3,2,2
3269,T8111767,1,20,2,1,2
3270,N9463962,0,15,1,2,1
3271,P9530676,1,25,2,1,1
3272,U9349587,0,20,3,3,1
3273,Q6091962,0,22,1,3,2
3274,M7894117,0,20,3,2,1
3275,\6778096,1,23,2,1,1
3276,N6833290,1,15,3,1,2
3277,W6186908,0,20,2,1,2
3278,S8180781,0,16,1,3,2
3279,_652006,0,16,1,1,1
3280,[7249232,1,15,2,2,2
3281,D7046071,0,24,1,1,1
3282,H9336018,0,25,1,2,2
3283,^615773,1,15,1,3,1
3284,H6737990,0,20,2,1,2
3285,O8926360,1,18,1,3,2
3286,?6157649,1,21,2,2,1
3287,H7936028,1,17,3,2,2
3288,U6863266,0,16,3,3,1
3289,^8730402,0,15,3,2,2
3290,>7915796,1,17,1,1,1
3291,D6940026,0,22,3,1,1
3292,J8917803,1,15,1,1,2
3293,G7242119,0,16,1,1,1
3294,Z8215705,0,17,3,2,1
3295,W9572220,0,17,3,2,1
3296,W6265766,0,15,1,1,2
3297,>6937307,0,20,2,1,1
3298,J7388977,0,17,2,1,1
3299,N6840017,1,25,3,2,1
3300,]7688775,0,22,3,1,1
3301,]7054660,0,16,1,3,2
3302,B867494,0,21,2,1,1
3303,@6865099,0,16,1,3,2
3304,S7385921,0,19,2,1,2
3305,R695329,1,17,1,1,1
3306,]6668419,0,19,2,2,1
3307,B8761025,1,17,1,2,1
3308,?7527744,0,20,1,2,2
3309,Y7474643,1,25,3,2,2
3310,O6265613,1,18,3,1,2
3311,J8881236,0,19,3,2,1
3312,>6367286,0,22,2,2,1
3313,P6033135,1,20,1,2,2
3314,\7829243,1,17,3,2,2
3315,P7885211,0,20,2,2,2
3316,<6778261,1,24,1,1,2
3317,R7715232,0,21,3,2,2
3318,D663763,0,16,1,1,1
3319,M8793301,0,21,2,2,1
3320,L8212106,1,19,2,3,1
3321,\8758989,0,22,1,1,2
3322,R9422087,0,22,2,1,1
3323,K6961873,0,21,1,1,1
3324,I6651962,1,24,3,3,1
3325,O6910110,1,24,2,1,2
3326,X9536035,1,16,3,1,1
3327,S943044,1,20,1,3,1
3328,U7784085,0,25,1,3,1
3329,C7093331,0,24,3,3,1
3330,S8672892,0,15,3,3,1
3331,^902408,0,15,3,3,1
3332,Z837675,0,19,2,3,1
3333,H7539566,0,21,1,2,1
3334,<648417,1,15,1,2,2
3335,S9550456,1,20,2,3,1
3336,C6868255,0,21,2,3,1
3337,Q9519134,1,15,1,1,2
3338,_6573914,1,15,1,1,1
3339,N7899896,0,17,2,2,1
3340,P8421276,1,24,1,1,1
3341,A6789601,0,23,1,1,1
3342,U9556532,0,22,1,2,2
3343,O7293074,0,18,3,3,1
3344,N679157,1,23,2,1,2
3345,[7197561,0,19,1,3,2
3346,U7394742,0,21,2,2,2
3347,]6669069,0,20,1,2,1
3348,_7580822,0,19,3,1,1
3349,S8095972,1,23,3,2,1
3350,O7434040,1,24,2,1,1
3351,?7160525,1,19,1,2,2
3352,V6577347,0,20,3,3,2
3353,S6744746,1,22,3,1,2
3354,W7168640,0,21,2,3,1
3355,^8624228,1,18,2,1,2
3356,C6467546,0,18,3,1,2
3357,V7048968,0,15,1,2,1
3358,=6176133,0,15,2,3,1
3359,[6718301,1,24,1,2,1
3360,[8636884,1,16,3,2,1
3361,L8264961,1,15,1,3,1
3362,@9232356,0,22,1,1,2
3363,D6742925,0,18,1,3,1
3364,U668057,1,19,1,1,1
3365,>6860294,0,22,1,1,2
3366,@8692149,1,21,1,2,1
3367,?9297947,1,15,1,1,1
3368,=8810168,0,16,1,1,2
3369,D8557647,0,21,1,2,2
3370,Z9424576,0,21,1,3,1
3371,E7983631,1,21,1,3,1
3372,Q748916,0,23,2,1,1
3373,F6018602,1,20,2,1,1
3374,Y902260,1,19,3,3,2
3375,=9076270,1,17,1,1,2
3376,D7765638,1,25,3,2,1
3377,U6233932,1,22,1,3,2
3378,T6771894,0,19,3,1,2
