userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
1935,0,18,3,1,2,0,0,0,0,1,1
1936,0,15,3,3,1,1,0,0,1,1,3
1937,0,21,3,1,2,0,0,0,0,1,1
1938,0,24,3,1,2,1,1,0,0,1,3
1939,0,17,2,3,1,0,1,0,0,0,1
1940,1,22,3,3,1,1,1,1,0,1,4
1941,1,15,1,3,1,1,0,0,0,1,2
1942,0,15,1,2,2,1,0,1,1,1,4
1943,1,24,1,3,1,0,0,1,0,0,1
1944,1,25,2,2,2,0,0,0,1,1,2
1945,0,15,2,2,1,0,0,0,1,0,1
1946,0,20,1,2,2,1,0,1,1,0,3
1947,0,18,3,1,1,0,0,0,0,0,0
1948,0,25,2,1,2,1,1,1,0,1,4
1949,0,21,2,3,2,1,0,0,1,1,3
1950,1,25,1,1,2,1,1,1,0,0,3
1951,0,15,3,2,1,1,0,1,0,0,2
1952,0,17,2,2,1,1,1,0,0,0,2
1953,1,20,2,1,2,1,0,0,1,1,3
1954,1,18,1,1,1,0,1,1,0,0,2
1955,1,17,1,1,2,0,0,0,0,0,0
1956,0,23,2,2,1,1,0,1,0,1,3
1957,1,18,3,3,1,0,0,0,0,0,0
1958,0,16,3,1,2,0,0,1,0,0,1
1959,0,23,1,3,2,0,0,1,1,1,3
1960,1,16,2,3,1,1,1,1,0,0,3
1961,0,24,3,1,2,0,1,0,1,0,2
1962,1,22,3,1,1,1,0,1,1,1,4
1963,1,15,2,2,2,0,1,0,1,0,2
1964,1,20,2,1,1,1,0,1,1,0,3
1965,0,22,3,3,1,1,1,1,0,0,3
1966,0,19,1,2,2,0,1,1,0,1,3
1967,1,23,3,1,2,0,0,0,1,0,1
1968,0,16,1,3,2,0,1,0,0,0,1
1969,0,25,3,3,2,1,1,0,1,1,4
1970,0,19,2,3,2,1,0,1,0,0,2
1971,0,18,3,3,2,1,0,1,1,1,4
1972,0,16,2,2,2,0,0,1,0,0,1
1973,1,15,3,1,1,1,1,0,0,1,3
1974,0,17,2,2,1,0,0,0,1,1,2
1975,1,20,1,1,1,1,0,1,1,1,4
1976,1,23,3,2,1,0,0,1,1,1,3
1977,0,15,3,2,2,0,1,0,1,0,2
1978,1,18,1,1,1,0,1,0,1,1,3
1979,0,17,3,3,2,1,1,1,1,0,4
1980,0,24,2,3,2,1,1,1,1,1,5
1981,1,20,1,3,2,0,1,1,0,0,2
1982,0,19,1,3,1,0,0,0,0,0,0
1983,1,23,2,2,2,0,0,1,0,0,1
1984,1,23,3,2,1,0,1,0,0,1,2
1985,1,18,3,3,2,0,1,1,0,0,2
1986,0,20,3,3,2,0,0,1,1,0,2
1987,0,25,1,2,2,0,0,0,0,0,0
1988,1,22,3,2,2,1,0,0,0,0,1
1989,0,15,1,1,2,1,1,1,1,1,5
1990,0,16,2,1,2,1,1,1,1,0,4
1991,0,17,1,2,1,0,1,1,1,1,4
1992,0,23,2,2,1,1,1,1,0,0,3
1993,0,21,1,1,1,0,0,1,1,0,2
1994,1,18,2,1,1,0,1,0,0,1,2
1995,0,19,1,2,1,0,1,1,0,1,3
1996,1,18,3,1,2,1,1,1,0,0,3
1997,0,23,3,1,1,1,0,0,1,0,2
1998,0,17,1,1,1,1,0,0,1,0,2
1999,0,18,1,1,2,1,0,1,1,1,4
2000,0,19,2,1,2,0,0,0,0,1,1
2001,0,21,1,2,2,1,1,1,0,1,4
2002,1,15,2,2,1,1,0,1,0,1,3
2003,1,17,3,2,2,0,1,1,0,0,2
2004,1,23,2,1,2,0,0,1,0,1,2
2005,0,17,1,1,1,1,0,1,1,1,4
2006,0,19,2,3,1,0,0,0,0,1,1
2007,1,23,2,2,1,1,0,0,0,0,1
2008,0,18,3,2,2,0,1,0,1,0,2
2009,0,21,3,2,2,0,1,0,0,0,1
2010,1,25,2,1,2,1,0,1,1,0,3
2011,0,16,2,3,2,1,1,0,0,1,3
2012,1,15,1,3,1,1,1,1,1,1,5
2013,0,25,1,3,1,0,1,1,1,1,4
2014,0,17,1,1,2,1,1,1,0,0,3
2015,0,24,3,1,2,1,1,0,1,0,3
2016,1,18,3,3,1,0,1,1,1,0,3
2017,0,24,2,1,2,0,0,0,1,0,1
2018,0,16,2,3,2,1,1,1,0,0,3
2019,0,19,1,2,2,1,0,1,1,1,4
2020,0,18,1,2,2,0,0,0,1,0,1
2021,0,24,1,3,2,1,0,0,1,0,2
2022,1,16,1,1,2,0,1,0,0,0,1
2023,1,23,2,2,2,1,0,1,1,0,3
2024,1,24,1,3,2,0,0,1,0,1,2
2025,1,22,1,2,1,1,1,0,1,1,4
2026,0,21,2,2,2,1,0,1,1,0,3
2027,1,15,2,2,1,0,1,1,1,0,3
2028,0,17,1,1,2,0,0,0,1,1,2
2029,0,25,1,3,2,0,0,1,0,1,2
2030,1,16,3,2,2,0,0,1,0,1,2
2031,0,22,3,1,2,0,0,0,0,0,0
2032,1,19,3,1,1,0,0,0,0,1,1
2033,0,25,1,3,1,0,1,0,0,0,1
2034,0,25,2,1,2,1,1,1,0,1,4
2035,0,17,1,2,1,0,0,1,0,1,2
2036,0,23,3,2,2,0,0,1,1,1,3
2037,0,17,1,2,1,0,0,0,1,1,2
2038,1,24,1,1,1,1,1,0,1,1,4
2039,1,21,1,2,1,0,1,0,1,0,2
2040,1,19,3,2,2,0,1,1,1,1,4
2041,0,23,2,3,1,0,0,1,1,0,2
2042,1,21,2,3,1,1,0,1,0,0,2
2043,0,17,3,3,2,1,0,1,0,1,3
2044,1,25,3,2,2,1,0,0,0,1,2
2045,0,24,3,3,1,1,1,1,0,0,3
2046,0,17,3,2,1,1,1,0,1,0,3
2047,1,16,1,2,1,0,0,1,1,1,3
2048,1,20,2,2,1,1,1,1,0,1,4
2049,1,19,2,3,2,0,1,1,0,0,2
2050,1,21,1,1,2,0,1,1,0,0,2
2051,1,22,3,2,2,0,0,1,0,1,2
2052,1,18,2,1,2,0,1,0,0,0,1
2053,0,16,2,2,1,1,0,1,1,0,3
2054,1,23,1,1,2,0,1,0,1,1,3
2055,1,25,3,3,2,1,1,0,1,0,3
2056,0,21,3,1,2,0,0,0,0,1,1
2057,1,15,1,2,1,0,1,0,1,0,2
2058,1,22,1,2,1,1,0,1,0,0,2
2059,1,21,3,2,2,0,1,0,1,0,2
2060,0,21,1,2,2,1,1,1,0,1,4
2061,0,16,2,2,1,1,0,1,1,1,4
2062,0,22,2,1,1,0,1,1,0,1,3
2063,1,25,1,2,1,1,0,0,1,0,2
2064,0,22,2,3,2,0,1,1,1,0,3
2065,0,25,3,1,2,0,0,1,1,1,3
2066,0,21,2,1,2,1,1,0,1,0,3
2067,1,25,1,1,2,1,1,0,0,1,3
2068,0,21,3,3,1,0,1,0,0,0,1
2069,0,15,2,3,1,1,1,1,0,0,3
2070,0,15,3,3,1,1,0,1,0,0,2
2071,0,25,1,2,1,0,1,0,1,0,2
2072,0,20,2,1,1,1,1,1,0,1,4
2073,0,22,2,3,1,0,1,0,1,1,3
2074,1,19,2,2,1,0,1,1,0,0,2
2075,1,21,3,1,2,1,0,1,1,0,3
2076,1,16,3,3,2,1,0,0,0,1,2
2077,0,20,1,1,2,0,0,1,1,0,2
2078,1,19,1,2,2,1,1,1,1,0,4
2079,0,24,3,1,1,0,0,1,0,0,1
2080,1,24,3,2,1,0,0,0,0,0,0
2081,0,25,3,2,1,1,0,0,1,0,2
2082,0,18,3,3,2,1,1,1,1,1,5
2083,0,17,1,3,1,0,0,0,0,0,0
2084,1,20,1,2,1,0,1,0,0,0,1
2085,0,15,3,1,1,1,1,1,1,1,5
2086,1,15,3,2,2,0,0,1,0,0,1
2087,1,25,3,3,1,1,0,1,1,0,3
2088,0,15,2,1,1,0,1,1,0,0,2
2089,0,22,3,3,1,0,0,0,0,0,0
2090,0,22,2,2,1,1,0,0,1,0,2
2091,1,17,2,1,1,1,0,0,1,0,2
2092,0,24,2,2,1,1,0,1,1,0,3
2093,0,17,1,2,1,1,0,1,1,1,4
2094,1,21,3,3,1,0,0,1,0,0,1
2095,1,17,3,2,1,0,1,0,1,1,3
2096,1,15,3,2,1,1,1,1,0,0,3
2097,1,25,2,3,1,0,0,1,0,1,2
2098,0,16,3,1,1,0,0,1,0,0,1
2099,1,23,3,2,1,1,1,0,0,1,3
2100,1,23,2,2,2,0,1,1,1,1,4
2101,1,20,3,1,1,1,1,0,1,1,4
2102,0,16,3,2,2,1,1,0,1,0,3
2103,1,20,2,1,2,0,0,0,0,0,0
2104,0,18,1,2,2,0,0,0,1,0,1
2105,0,23,3,1,2,1,1,1,1,1,5
2106,0,19,3,1,1,0,0,1,1,1,3
2107,1,19,1,3,1,0,0,1,1,1,3
2108,1,23,2,2,1,1,0,0,1,0,2
2109,0,25,3,3,1,1,1,0,1,0,3
2110,0,20,1,3,1,0,1,1,0,1,3
2111,0,18,1,3,1,1,0,1,1,0,3
2112,0,19,1,3,2,1,1,0,1,0,3
2113,0,19,1,2,1,1,0,1,1,1,4
2114,1,17,3,3,1,0,0,1,0,1,2
2115,0,23,3,2,2,1,0,1,1,1,4
2116,1,23,2,1,2,1,1,0,0,0,2
2117,0,21,1,3,2,1,0,1,0,1,3
2118,1,19,3,2,1,1,1,1,0,1,4
2119,1,19,3,3,1,1,0,1,0,0,2
2120,1,17,1,3,2,0,0,1,1,1,3
2121,0,18,3,3,2,1,1,0,1,1,4
2122,0,22,3,3,2,1,0,0,1,0,2
2123,0,15,1,3,2,0,0,0,0,0,0
2124,1,22,1,3,1,1,0,0,0,0,1
2125,1,24,3,1,2,1,0,0,0,0,1
2126,1,25,2,1,2,0,0,0,0,1,1
2127,0,18,2,1,2,1,0,1,0,1,3
2128,0,25,3,2,2,1,1,0,1,1,4
2129,1,22,1,2,2,0,1,1,0,0,2
2130,1,15,3,3,2,0,1,1,0,1,3
2131,1,19,2,1,2,0,0,0,0,1,1
2132,1,17,2,2,1,0,1,0,0,0,1
2133,0,19,3,2,2,0,1,0,1,0,2
2134,1,18,2,1,1,0,1,0,1,0,2
2135,1,20,3,1,1,0,1,0,0,0,1
2136,0,20,1,2,2,0,0,1,0,1,2
2137,1,16,1,1,1,0,1,1,1,0,3
2138,1,22,3,3,1,1,1,0,1,0,3
2139,1,20,1,1,2,1,0,1,1,0,3
2140,1,19,2,3,1,0,1,0,1,1,3
2141,1,20,3,3,1,0,0,0,1,0,1
2142,0,20,1,1,1,0,1,0,1,1,3
2143,0,21,1,3,1,1,1,0,1,1,4
2144,1,16,3,3,1,0,1,1,0,1,3
2145,0,20,2,3,1,1,0,1,1,1,4
2146,1,20,2,3,1,0,0,1,0,0,1
2147,0,19,3,3,2,0,0,0,0,1,1
2148,0,23,1,3,1,0,0,0,0,0,0
2149,1,20,3,1,1,0,0,1,0,0,1
2150,1,21,2,1,1,1,1,0,1,0,3
2151,0,25,3,1,2,1,0,1,0,0,2
2152,1,20,2,2,1,0,1,1,1,1,4
2153,1,21,2,3,1,1,0,0,1,0,2
2154,1,22,1,1,1,1,1,0,0,0,2
2155,0,24,2,3,2,1,1,1,1,1,5
2156,1,20,3,3,1,0,0,0,0,0,0
2157,0,23,3,2,1,1,1,0,0,0,2
2158,0,24,1,2,2,0,0,0,0,0,0
2159,1,20,2,3,1,0,1,1,0,1,3
2160,0,17,2,3,1,0,0,1,1,0,2
2161,1,20,1,3,1,1,0,0,1,0,2
2162,0,25,3,3,2,1,0,1,0,1,3
2163,0,23,1,2,1,1,0,0,0,1,2
2164,0,20,2,1,1,0,0,1,1,0,2
2165,0,25,3,3,1,0,1,1,1,0,3
2166,0,23,2,2,1,1,0,1,0,1,3
2167,0,19,2,2,2,0,0,0,1,0,1
2168,1,22,2,3,2,1,1,0,1,1,4
2169,0,20,2,2,2,1,0,1,1,1,4
2170,0,25,3,1,2,1,0,1,0,1,3
2171,1,23,1,2,1,0,0,1,1,0,2
2172,0,25,2,1,1,1,1,0,0,0,2
2173,0,25,2,3,2,0,1,0,1,0,2
2174,0,17,2,1,1,1,0,1,1,1,4
2175,0,20,3,2,2,1,1,0,1,1,4
2176,1,22,2,3,2,0,0,1,1,0,2
2177,1,15,3,2,1,0,1,0,0,0,1
2178,0,21,2,1,2,1,0,0,1,1,3
2179,1,22,3,2,1,1,0,1,1,1,4
2180,1,17,3,2,2,1,1,0,1,0,3
2181,1,20,1,1,1,0,0,0,0,0,0
2182,1,17,2,2,2,0,1,0,1,0,2
2183,1,19,3,2,2,1,0,0,1,0,2
2184,0,23,3,3,2,1,1,1,1,0,4
2185,1,16,1,2,1,0,0,0,0,1,1
2186,0,15,1,3,2,0,0,0,0,0,0
2187,1,19,3,1,1,1,1,0,0,0,2
2188,0,22,1,2,2,1,0,0,1,1,3
2189,0,21,2,3,2,0,1,0,0,0,1
2190,0,18,2,2,2,0,1,1,1,1,4
2191,1,20,1,3,2,1,0,0,0,0,1
2192,1,23,1,3,2,0,1,0,1,0,2
2193,1,20,1,1,1,0,0,0,1,0,1
2194,0,17,3,2,2,0,0,1,1,0,2
2195,1,19,1,1,1,0,1,0,0,0,1
2196,1,15,3,2,2,0,0,1,1,0,2
2197,0,22,1,2,2,1,1,0,1,1,4
2198,0,17,3,3,2,1,1,1,1,1,5
2199,1,19,2,1,1,0,1,1,1,1,4
2200,1,22,1,3,1,1,1,1,0,0,3
2201,0,17,2,1,2,0,1,1,0,0,2
2202,1,19,3,1,2,0,1,0,1,0,2
2203,1,24,2,2,2,1,0,0,1,1,3
2204,0,15,3,1,2,1,1,1,1,1,5
2205,1,21,3,3,2,0,0,0,1,1,2
2206,0,22,1,3,2,0,1,0,0,0,1
2207,1,23,2,2,1,1,0,0,0,0,1
2208,1,19,1,3,1,0,0,1,1,0,2
2209,1,20,3,2,2,1,0,0,0,1,2
2210,0,20,3,2,2,0,0,0,1,1,2
2211,0,21,3,1,1,0,0,0,0,1,1
2212,1,19,1,2,1,0,0,1,1,0,2
2213,0,17,2,1,2,1,1,0,0,1,3
2214,0,16,2,3,2,1,0,1,0,1,3
2215,1,15,2,3,2,1,0,0,0,0,1
2216,0,19,1,1,1,0,1,0,0,0,1
2217,0,25,1,3,1,0,1,0,0,1,2
2218,1,21,2,1,2,0,0,1,1,1,3
2219,1,21,2,3,1,1,1,1,0,1,4
2220,1,24,3,2,2,0,0,0,0,1,1
2221,0,21,3,1,1,0,0,0,0,1,1
2222,0,20,2,1,1,0,0,1,0,0,1
2223,0,16,2,2,2,0,1,0,0,0,1
2224,1,25,3,3,1,1,0,1,0,1,3
2225,1,23,1,3,2,0,1,0,0,1,2
2226,1,21,3,3,1,0,0,1,0,0,1
2227,1,21,3,3,1,1,1,0,0,1,3
2228,1,17,1,1,1,1,0,0,0,0,1
2229,0,20,1,1,2,0,0,1,0,0,1
2230,0,22,3,2,2,1,1,0,0,0,2
2231,1,19,2,2,2,0,0,1,0,1,2
2232,0,22,2,1,2,1,1,0,0,1,3
2233,1,15,1,1,1,1,1,1,0,1,4
2234,1,15,3,1,2,0,1,0,1,0,2
2235,1,15,1,2,1,1,0,0,1,1,3
2236,0,16,1,3,2,1,0,1,1,0,3
2237,0,20,1,3,1,0,1,0,0,1,2
2238,1,24,1,3,2,0,1,0,0,1,2
2239,1,23,3,2,1,0,1,0,0,0,1
2240,1,25,1,1,1,0,0,0,0,0,0
2241,0,25,2,1,1,1,1,1,0,1,4
2242,1,18,2,2,2,1,0,0,1,0,2
2243,0,18,1,3,2,0,0,1,0,0,1
2244,1,16,2,2,1,0,0,1,0,1,2
2245,1,23,1,2,2,0,1,1,0,0,2
2246,1,21,3,3,1,0,0,1,0,1,2
2247,0,16,1,2,2,1,1,0,0,0,2
2248,1,21,2,1,1,0,1,0,1,1,3
2249,1,16,1,2,1,1,0,1,0,1,3
2250,1,19,1,1,2,0,0,0,0,0,0
2251,0,15,3,1,1,1,0,0,0,1,2
2252,0,23,2,2,1,1,0,0,1,1,3
2253,1,16,2,3,1,1,0,1,1,0,3
2254,1,25,1,2,1,1,1,1,0,1,4
2255,1,23,2,1,1,1,1,0,0,1,3
2256,0,22,3,2,1,0,0,1,0,1,2
2257,0,20,1,2,1,1,1,0,0,0,2
2258,0,23,2,2,2,1,1,1,1,0,4
2259,0,16,1,2,1,0,1,1,0,1,3
2260,1,18,2,3,1,1,1,1,0,1,4
2261,0,23,2,3,1,1,1,0,1,1,4
2262,0,15,2,3,1,1,0,0,0,1,2
2263,0,16,2,1,1,1,1,1,0,1,4
2264,0,25,1,1,1,1,0,0,0,1,2
2265,0,19,3,2,2,0,1,0,0,1,2
2266,0,25,3,1,1,0,0,0,0,0,0
2267,1,23,3,1,2,1,1,0,1,0,3
2268,1,16,3,1,2,0,0,0,0,0,0
2269,1,22,1,3,2,1,1,1,1,0,4
2270,1,21,1,2,2,1,1,0,0,0,2
2271,1,25,3,2,2,0,1,1,0,0,2
2272,0,15,3,1,2,1,1,1,1,1,5
2273,0,25,2,3,2,0,0,0,1,1,2
2274,0,19,3,2,1,1,1,1,1,0,4
2275,0,24,1,1,2,0,1,0,0,0,1
2276,1,15,3,1,2,1,1,0,1,1,4
2277,0,20,1,1,2,1,1,0,0,0,2
2278,1,20,2,1,2,1,1,0,1,0,3
2279,0,25,2,3,2,1,1,0,0,0,2
2280,0,24,2,3,1,0,0,1,1,0,2
2281,1,16,1,2,2,0,0,0,1,1,2
2282,0,19,2,3,2,1,1,1,1,0,4
2283,0,18,3,2,2,0,0,0,1,1,2
2284,0,25,3,2,1,1,1,1,0,1,4
2285,0,15,1,2,2,1,1,0,1,0,3
2286,0,20,3,3,2,0,1,1,0,1,3
2287,1,17,1,1,2,1,1,0,0,0,2
2288,0,23,2,1,1,1,1,0,0,1,3
2289,1,25,3,2,1,0,1,0,0,0,1
2290,0,19,3,2,1,0,0,1,0,1,2
2291,0,15,2,3,1,0,1,1,1,1,4
2292,1,19,2,2,1,0,1,0,1,0,2
2293,0,18,2,1,2,0,0,0,0,1,1
2294,1,24,3,2,2,1,0,1,0,1,3
2295,0,23,3,2,2,1,0,1,1,0,3
2296,1,23,3,1,1,0,0,1,1,1,3
2297,1,21,2,1,2,0,1,1,1,0,3
2298,0,25,3,1,1,0,0,1,1,0,2
2299,0,21,2,1,1,0,0,0,1,1,2
2300,0,16,3,2,1,0,1,1,1,0,3
2301,1,22,3,2,2,1,0,0,1,0,2
2302,1,18,3,1,1,0,1,0,0,0,1
2303,1,16,2,2,1,1,0,0,1,0,2
2304,0,17,3,2,2,1,1,0,1,0,3
2305,0,22,1,2,1,1,1,1,1,0,4
2306,0,23,1,2,2,1,0,1,1,0,3
2307,0,18,3,2,2,1,1,1,0,0,3
2308,1,25,3,1,2,1,1,0,1,0,3
2309,1,19,2,3,1,0,1,1,0,0,2
2310,1,15,1,2,2,0,1,0,0,0,1
2311,1,18,2,1,2,0,1,0,1,1,3
2312,1,17,1,2,2,1,1,1,0,0,3
2313,0,18,1,1,1,1,0,0,1,1,3
2314,1,21,3,2,2,0,1,1,0,1,3
2315,0,18,1,1,2,0,1,0,1,1,3
2316,0,25,1,3,1,0,1,0,1,1,3
2317,1,21,1,2,2,0,1,1,0,1,3
2318,0,22,1,2,1,1,0,0,0,1,2
2319,0,23,3,3,1,0,0,1,0,1,2
2320,0,23,1,1,2,0,0,1,1,0,2
2321,1,19,2,2,1,1,1,1,1,1,5
2322,1,18,2,1,2,1,1,1,1,0,4
2323,1,15,3,2,2,0,0,0,1,0,1
2324,1,22,1,2,1,1,0,0,1,0,2
2325,0,21,2,3,2,0,0,1,1,1,3
2326,1,18,3,2,1,1,1,1,0,0,3
2327,1,19,2,2,2,0,0,1,0,1,2
2328,0,21,3,3,2,1,1,1,1,0,4
2329,0,19,1,3,2,0,1,0,1,1,3
2330,0,21,2,2,2,1,0,1,0,1,3
2331,0,19,1,1,1,1,1,1,1,1,5
2332,1,24,1,3,1,1,0,0,0,0,1
2333,1,18,2,3,1,1,0,1,0,1,3
2334,1,25,2,2,1,0,1,0,0,0,1
2335,1,18,1,1,2,0,0,1,0,0,1
2336,0,17,3,1,2,0,1,1,0,1,3
2337,0,15,3,1,1,0,1,1,1,1,4
2338,1,25,2,3,1,1,1,0,0,1,3
2339,1,23,1,1,2,0,1,0,1,1,3
2340,1,15,1,1,1,0,1,0,1,1,3
2341,1,17,2,1,1,0,1,0,1,1,3
2342,1,25,1,1,1,0,1,0,1,1,3
2343,0,21,2,3,1,0,0,0,1,1,2
2344,0,23,1,2,2,1,1,0,0,0,2
2345,0,25,2,3,1,1,0,0,0,0,1
2346,0,21,3,1,2,1,1,1,1,1,5
2347,1,17,2,2,1,1,1,0,1,1,4
2348,1,21,2,3,1,1,0,0,0,1,2
2349,1,23,2,1,1,1,1,0,0,1,3
2350,0,19,1,2,1,0,0,1,0,1,2
2351,0,24,1,3,1,0,1,1,1,1,4
2352,0,16,3,3,2,1,0,0,1,0,2
2353,0,17,2,3,1,0,1,0,1,1,3
2354,1,25,3,1,2,0,1,0,0,1,2
2355,1,23,3,2,2,0,1,0,0,0,1
2356,0,20,3,1,1,0,1,0,0,0,1
2357,1,17,1,1,1,0,0,1,0,0,1
2358,1,19,2,2,1,1,0,0,0,1,2
2359,1,16,1,2,2,1,0,1,0,1,3
2360,1,15,3,1,1,0,0,0,1,1,2
2361,0,22,1,2,1,0,0,0,1,0,1
2362,1,18,2,3,2,0,1,0,0,1,2
2363,0,25,2,2,1,0,1,0,1,1,3
2364,0,18,2,1,1,0,0,1,0,0,1
2365,0,18,1,2,1,0,1,1,1,1,4
2366,0,17,2,1,2,0,0,0,1,1,2
2367,1,25,1,1,1,0,1,1,0,1,3
2368,1,18,3,3,1,1,0,0,0,1,2
2369,0,25,1,3,1,1,0,1,1,1,4
2370,1,16,1,2,2,0,0,0,0,1,1
2371,0,18,1,2,1,1,0,0,0,1,2
2372,1,20,3,1,2,1,0,0,0,0,1
2373,1,21,3,3,1,1,1,1,1,1,5
2374,0,19,2,1,1,1,1,0,0,0,2
2375,0,22,2,1,1,1,0,1,0,1,3
2376,1,21,3,2,2,0,1,1,1,0,3
2377,1,23,2,2,2,1,0,0,0,0,1
2378,1,15,1,3,2,1,0,0,1,1,3
2379,1,25,3,1,1,1,1,1,0,0,3
2380,0,22,1,3,2,0,0,1,1,1,3
2381,1,21,3,1,1,1,1,0,1,0,3
2382,1,25,2,3,1,1,0,0,0,0,1
2383,1,15,2,2,1,0,1,1,0,0,2
2384,1,15,1,3,1,0,0,0,1,0,1
2385,1,24,1,3,1,1,1,1,0,0,3
2386,0,22,2,2,1,1,0,1,0,1,3
2387,1,19,1,1,2,0,0,0,1,1,2
2388,1,21,1,1,1,1,1,0,0,0,2
2389,0,25,1,3,1,1,1,0,1,0,3
2390,0,15,1,2,2,0,1,0,0,1,2
2391,0,15,1,2,1,1,1,0,0,1,3
2392,1,21,2,1,2,0,1,0,0,1,2
2393,0,17,1,3,2,1,0,1,1,1,4
2394,1,20,3,3,1,0,0,1,1,1,3
2395,1,20,1,2,1,0,0,0,0,1,1
2396,1,18,2,3,1,1,1,0,0,1,3
2397,1,15,2,3,1,0,0,1,0,0,1
2398,0,15,2,2,2,0,1,0,0,0,1
2399,0,21,1,1,1,1,0,1,1,1,4
2400,1,17,1,3,1,1,0,0,0,0,1
2401,0,19,3,3,2,1,0,0,1,1,3
2402,0,17,3,1,1,0,0,1,0,0,1
2403,0,18,3,3,1,0,1,0,0,0,1
2404,0,18,1,3,2,1,1,1,1,0,4
2405,0,18,1,2,1,1,1,1,0,1,4
2406,1,17,3,3,1,0,1,1,1,1,4
2407,1,15,1,3,1,0,1,0,1,1,3
2408,1,24,3,2,1,0,0,1,0,0,1
2409,0,24,1,2,1,0,1,0,1,1,3
2410,0,19,1,3,2,1,1,1,0,1,4
2411,0,20,2,1,2,1,0,0,1,0,2
2412,0,23,3,1,1,1,0,1,0,0,2
2413,1,20,1,1,2,1,1,0,1,0,3
2414,0,25,1,1,1,0,1,0,0,0,1
2415,0,24,2,2,2,0,1,0,1,0,2
2416,1,19,3,1,1,0,0,0,0,0,0
2417,1,22,1,3,2,1,1,0,0,1,3
2418,1,17,2,3,2,1,0,0,0,0,1
2419,1,22,1,3,2,1,1,0,0,1,3
2420,1,19,3,2,1,0,1,0,1,0,2
2421,1,21,2,2,1,1,0,1,0,1,3
2422,1,21,2,2,2,1,1,1,1,1,5
2423,1,15,3,2,2,1,1,0,1,0,3
2424,0,25,1,3,1,1,1,0,0,1,3
2425,0,21,2,2,2,0,0,1,0,0,1
2426,1,23,3,3,2,1,1,1,0,1,4
2427,0,24,2,3,1,1,1,1,1,1,5
2428,0,21,2,2,2,0,1,1,0,0,2
2429,1,19,1,3,1,1,1,1,1,0,4
2430,0,23,1,1,2,0,1,1,0,0,2
2431,0,25,3,1,2,0,1,0,1,1,3
2432,0,20,3,3,2,0,0,0,0,1,1
2433,0,17,2,3,1,1,0,1,0,0,2
2434,1,22,3,3,1,1,0,0,1,0,2
2435,0,21,3,1,2,1,1,0,1,1,4
2436,1,18,1,1,2,1,0,0,0,1,2
2437,0,17,2,3,1,1,1,1,0,0,3
2438,1,15,2,2,2,1,0,0,1,0,2
2439,0,23,1,3,1,1,0,1,1,1,4
2440,0,25,3,3,1,0,0,1,1,1,3
2441,1,22,3,3,2,0,1,1,1,0,3
2442,1,19,1,1,1,1,0,1,1,0,3
2443,1,24,2,3,2,0,1,0,1,1,3
2444,0,23,2,1,2,1,0,0,0,0,1
2445,0,24,1,1,2,1,0,0,1,1,3
2446,1,25,1,3,2,0,0,1,0,0,1
2447,1,24,1,2,2,0,1,1,1,1,4
2448,1,18,1,1,1,1,0,1,0,0,2
2449,0,20,3,1,1,1,0,1,0,0,2
2450,1,20,2,3,1,0,0,1,1,0,2
2451,1,23,1,2,2,0,1,1,0,0,2
2452,1,15,2,1,1,0,0,1,1,0,2
2453,1,18,1,3,2,0,0,0,1,1,2
2454,1,23,2,1,1,0,1,0,0,0,1
2455,0,23,1,2,1,1,1,0,0,1,3
2456,0,19,1,1,1,0,1,0,1,0,2
2457,0,25,2,1,2,1,0,1,0,0,2
2458,1,19,2,2,1,1,0,0,1,0,2
2459,1,20,3,1,2,1,0,1,0,0,2
2460,0,23,1,1,2,1,1,1,1,1,5
2461,1,21,3,2,2,0,1,1,1,1,4
2462,1,19,3,1,1,0,0,0,0,1,1
2463,1,20,3,2,1,0,1,1,0,0,2
2464,0,21,2,1,1,1,1,1,0,0,3
2465,0,16,1,2,1,1,1,1,0,1,4
2466,0,19,2,2,2,0,0,0,0,0,0
2467,1,25,2,2,1,0,0,0,1,0,1
2468,1,20,3,3,1,0,0,1,0,1,2
2469,1,15,1,1,2,0,0,0,0,1,1
2470,0,24,1,2,2,1,0,1,0,1,3
2471,0,15,3,2,2,0,1,0,1,1,3
2472,1,21,2,3,1,0,1,1,0,1,3
2473,1,25,3,2,1,1,1,1,0,0,3
2474,0,15,2,2,2,0,0,0,0,1,1
2475,0,23,3,1,2,1,1,0,1,1,4
2476,1,19,3,1,1,0,0,1,1,0,2
2477,0,20,1,3,2,0,1,0,0,1,2
2478,0,23,2,3,2,1,1,0,0,0,2
2479,1,24,2,3,2,1,0,0,0,1,2
2480,0,22,2,2,2,0,1,0,0,0,1
2481,0,22,1,3,2,1,0,0,1,0,2
2482,1,18,3,2,2,0,0,0,1,0,1
2483,0,25,1,1,1,0,0,0,1,1,2
2484,1,24,1,3,2,1,0,0,0,0,1
2485,0,15,3,1,2,1,1,0,0,0,2
2486,1,23,1,1,2,0,0,0,0,1,1
2487,0,22,1,1,2,1,1,0,0,1,3
2488,0,25,3,2,1,0,0,0,0,0,0
2489,0,21,1,3,1,0,1,1,0,0,2
2490,0,19,1,3,1,0,0,1,1,1,3
2491,0,25,2,1,1,0,0,0,0,0,0
